"BehaviorSpace results (NetLogo 6.2.2)"
"Model for Parameterization.nlogo"
"Parameterize max turn angle"
"06/11/2024 14:08:18:285 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","Detect-Dist-Food","see-wind-arrows","pen","Size-Bird","TotalTimeSpentZigZagging","Length-Odor-Trails","ZigZagAngle","Sep-Vision-Interdependent","TimeUpWind","TimeZigZagging","N-Birds","JitterOdor","Step","minimum-separation","Detection-Distance","weight-flock-crosswind","communicate","Olfaction-Threshold","Seed","max-separate-turn","max-align-cohere-turn","[step]","((count turtles with [did-find-food = 1]) / N-Birds) * 100"
"800","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","2","40","500","94"
"794","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","1.5","10","500","72"
"775","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1","20","500","26"
"798","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","2","10","500","96"
"778","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1.5","10","500","38"
"776","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1","40","500","24"
"780","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1.5","40","500","28.000000000000004"
"790","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","1","10","500","56.00000000000001"
"799","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","2","20","479","100"
"773","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1","1","500","24"
"779","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1.5","20","500","32"
"774","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1","10","500","24"
"777","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","1.5","1","500","40"
"787","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","0.5","20","500","62"
"793","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","1.5","1","500","50"
"789","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","1","1","500","52"
"797","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","50","2","1","500","46"
"782","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","2","10","500","34"
"784","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","2","40","500","34"
"783","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","2","20","500","28.000000000000004"
"808","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1","40","444","100"
"781","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","49","2","1","500","32"
"812","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1.5","40","476","100"
"804","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","0.5","40","500","78"
"803","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","0.5","20","500","68"
"816","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","2","40","450","100"
"807","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1","20","479","100"
"802","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","0.5","10","500","50"
"811","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1.5","20","500","76"
"815","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","2","20","500","42"
"818","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","0.5","10","500","26"
"820","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","0.5","40","500","18"
"801","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","0.5","1","500","28.000000000000004"
"806","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1","10","500","38"
"805","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1","1","500","34"
"819","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","0.5","20","500","26"
"814","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","2","10","500","40"
"826","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1.5","10","500","28.000000000000004"
"810","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1.5","10","500","28.000000000000004"
"809","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","1.5","1","500","34"
"822","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1","10","500","24"
"823","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1","20","500","26"
"813","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","1","2","1","500","32"
"824","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1","40","500","12"
"817","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","0.5","1","500","22"
"821","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1","1","500","22"
"828","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1.5","40","500","4"
"835","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","0.5","20","500","40"
"834","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","0.5","10","500","30"
"827","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1.5","20","500","22"
"836","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","0.5","40","500","40"
"839","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1","20","500","56.00000000000001"
"833","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","0.5","1","500","38"
"831","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","2","20","500","16"
"829","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","2","1","500","38"
"832","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","2","40","500","24"
"840","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1","40","500","40"
"830","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","2","10","500","30"
"838","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1","10","500","48"
"837","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1","1","500","40"
"848","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","2","40","500","98"
"825","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","2","1.5","1","500","36"
"844","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1.5","40","470","100"
"843","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1.5","20","500","50"
"842","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1.5","10","500","42"
"841","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","1.5","1","500","38"
"847","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","2","20","500","68"
"860","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1.5","40","452","100"
"854","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1","10","500","40"
"851","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","0.5","20","500","42"
"850","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","0.5","10","500","38"
"852","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","0.5","40","500","42"
"846","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","2","10","500","40"
"856","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1","40","500","40"
"849","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","0.5","1","500","30"
"855","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1","20","500","36"
"858","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1.5","10","500","40"
"845","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","3","2","1","500","36"
"859","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1.5","20","500","52"
"857","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1.5","1","500","42"
"864","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","2","40","500","48"
"853","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","1","1","500","24"
"863","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","2","20","500","42"
"862","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","2","10","500","30"
"871","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1","20","500","28.000000000000004"
"870","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1","10","500","34"
"868","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","0.5","40","500","8"
"867","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","0.5","20","500","12"
"861","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","4","2","1","500","30"
"866","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","0.5","10","500","16"
"882","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","0.5","10","500","34"
"880","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","2","40","500","40"
"874","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1.5","10","500","42"
"872","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1","40","500","8"
"879","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","2","20","500","46"
"865","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","0.5","1","500","6"
"883","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","0.5","20","500","36"
"884","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","0.5","40","500","40"
"886","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1","10","500","40"
"881","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","0.5","1","500","34"
"878","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","2","10","500","52"
"888","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1","40","500","46"
"875","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1.5","20","500","12"
"876","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1.5","40","500","14.000000000000002"
"885","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1","1","500","40"
"891","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1.5","20","500","48"
"869","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1","1","500","10"
"887","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1","20","500","34"
"890","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1.5","10","500","42"
"894","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","2","10","500","42"
"877","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","2","1","500","12"
"873","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","5","1.5","1","500","20"
"895","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","2","20","500","40"
"892","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1.5","40","500","28.000000000000004"
"896","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","2","40","500","36"
"889","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","1.5","1","500","40"
"893","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","6","2","1","500","44"
"906","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1.5","10","500","32"
"903","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1","20","500","22"
"898","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","0.5","10","500","12"
"897","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","0.5","1","500","16"
"902","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1","10","500","22"
"899","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","0.5","20","500","10"
"904","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1","40","500","10"
"910","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","2","10","500","26"
"912","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","2","40","500","26"
"900","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","0.5","40","500","4"
"908","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1.5","40","500","20"
"901","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1","1","500","24"
"907","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1.5","20","500","24"
"915","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","0.5","20","500","22"
"911","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","2","20","500","20"
"905","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","1.5","1","500","22"
"914","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","0.5","10","500","24"
"916","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","0.5","40","500","18"
"919","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1","20","500","26"
"920","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1","40","500","18"
"909","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","7","2","1","500","22"
"917","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1","1","500","22"
"913","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","0.5","1","500","12"
"924","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1.5","40","500","16"
"922","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1.5","10","500","28.000000000000004"
"930","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","0.5","10","500","22"
"918","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1","10","500","18"
"929","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","0.5","1","500","26"
"931","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","0.5","20","500","24"
"921","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1.5","1","500","16"
"932","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","0.5","40","500","26"
"928","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","2","40","500","16"
"926","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","2","10","500","24"
"936","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1","40","500","34"
"923","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","1.5","20","500","16"
"927","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","2","20","500","18"
"934","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1","10","500","32"
"933","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1","1","500","32"
"935","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1","20","500","26"
"940","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1.5","40","500","48"
"925","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","8","2","1","500","20"
"948","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","0.5","40","500","56.00000000000001"
"939","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1.5","20","500","36"
"938","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1.5","10","500","36"
"937","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","1.5","1","500","28.000000000000004"
"943","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","2","20","500","26"
"942","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","2","10","500","32"
"950","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1","10","500","44"
"952","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1","40","500","32"
"944","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","2","40","500","20"
"947","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","0.5","20","500","50"
"951","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1","20","500","48"
"956","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1.5","40","500","38"
"941","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","9","2","1","500","36"
"946","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","0.5","10","500","30"
"945","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","0.5","1","500","16"
"962","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","0.5","10","500","40"
"959","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","2","20","500","60"
"960","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","2","40","500","57.99999999999999"
"958","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","2","10","500","42"
"953","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1.5","1","500","22"
"949","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1","1","500","18"
"954","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1.5","10","500","20"
"955","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","1.5","20","500","40"
"961","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","0.5","1","500","40"
"976","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","2","40","446","100"
"968","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1","40","500","66"
"967","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1","20","500","42"
"966","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1","10","500","40"
"957","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","10","2","1","500","24"
"964","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","0.5","40","500","32"
"965","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1","1","500","42"
"963","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","0.5","20","500","42"
"970","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1.5","10","500","44"
"972","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1.5","40","488","100"
"971","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1.5","20","500","44"
"975","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","2","20","500","64"
"969","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","1.5","1","500","48"
"974","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","2","10","500","46"
"980","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","0.5","40","500","8"
"979","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","0.5","20","500","14.000000000000002"
"978","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","0.5","10","500","16"
"973","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","11","2","1","500","44"
"977","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","0.5","1","500","12"
"981","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1","1","500","24"
"984","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1","40","500","22"
"983","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1","20","500","22"
"982","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1","10","500","28.000000000000004"
"994","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","0.5","10","500","44"
"995","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","0.5","20","500","54"
"991","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","2","20","500","30"
"988","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1.5","40","500","0"
"996","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","0.5","40","500","54"
"998","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1","10","500","46"
"993","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","0.5","1","500","36"
"986","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1.5","10","500","28.000000000000004"
"987","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1.5","20","500","24"
"985","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","1.5","1","500","24"
"1000","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1","40","500","72"
"997","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1","1","500","46"
"992","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","2","40","500","28.000000000000004"
"990","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","2","10","500","26"
"999","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1","20","500","52"
"1004","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1.5","40","500","66"
"1008","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","2","40","475","100"
"1007","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","2","20","443","100"
"989","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","12","2","1","500","24"
"1002","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1.5","10","500","56.00000000000001"
"1003","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1.5","20","500","88"
"1011","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","0.5","20","500","34"
"1012","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","0.5","40","500","30"
"1014","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1","10","500","32"
"1006","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","2","10","500","46"
"1005","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","2","1","500","36"
"1013","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1","1","500","30"
"1009","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","0.5","1","500","26"
"1001","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","13","1.5","1","500","42"
"1010","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","0.5","10","500","28.000000000000004"
"1015","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1","20","500","32"
"1016","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1","40","500","30"
"1019","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1.5","20","500","36"
"1026","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","0.5","10","500","56.00000000000001"
"1020","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1.5","40","500","32"
"1024","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","2","40","500","96"
"1028","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","0.5","40","500","84"
"1023","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","2","20","500","52"
"1017","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1.5","1","500","34"
"1036","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","1.5","40","494","100"
"1018","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","1.5","10","500","40"
"1040","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","2","40","496","100"
"1027","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","0.5","20","500","54"
"1039","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","2","20","500","96"
"1022","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","14","2","10","500","38"
"1032","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","1","40","500","62"
"1035","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","1.5","20","500","70"
"1025","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","0.5","1","500","42"
"1034","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","40","15","1.5","10","500","54"
